user_id,age,age_group,employment_type,gross_salary_krw,comprehensive_income_krw,tax_credit_income_basis,tax_credit_income_amount_krw,tax_year,pension_tax_credit_rate_pct,total_tax_credit_eligible_contribution_krw,estimated_pension_tax_credit_krw,planned_pension_start_age,planned_receipt_years,planned_annual_total_pension_receipt_krw,planned_annual_personal_pension_receipt_krw,planned_low_rate_pension_tax_pct,planned_receipt_tax_treatment,risk_profile,preferred_management_type,retirement_fund_attitude,investment_readiness,payout_preference,primary_outside_asset,mock_scenario,data_kind,source_ids
USR06266,49,40s,SALARIED_EMPLOYEE,86950000,,GROSS_SALARY,86950000,2025,13.2,3840000,506880,60,1,129070000,117080000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,INFORMED,LUMP_SUM,INSURANCE_PENSION,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06267,42,40s,SALARIED_EMPLOYEE,71660000,,GROSS_SALARY,71660000,2025,13.2,0,0,65,10,2300000,0,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,MIXED,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06268,53,50_plus,SALARIED_EMPLOYEE,72130000,,GROSS_SALARY,72130000,2025,13.2,0,0,55,1,55320000,40660000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,INFORMED,LUMP_SUM,SECURITIES,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06269,31,30s,SALARIED_EMPLOYEE,54020000,,GROSS_SALARY,54020000,2025,16.5,0,0,60,15,3350000,490000,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,INFORMED,MIXED,DEPOSIT_SAVINGS,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06270,38,30s,SALARIED_EMPLOYEE,56840000,,GROSS_SALARY,56840000,2025,13.2,0,0,55,1,40940000,0,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,PARTIAL_INVESTMENT,INFORMED,LUMP_SUM,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06271,24,20s,SALARIED_EMPLOYEE,69240000,,GROSS_SALARY,69240000,2025,13.2,1320000,174240,65,20,90000,90000,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,INFORMED,ANNUITY,INSURANCE_PENSION,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06272,25,20s,SALARIED_EMPLOYEE,36700000,,GROSS_SALARY,36700000,2025,16.5,0,0,60,1,14200000,0,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,NONE,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06273,44,40s,SALARIED_EMPLOYEE,50730000,,GROSS_SALARY,50730000,2025,16.5,5400000,891000,65,1,55890000,19880000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,RISK_NEUTRAL,NEUTRAL_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,REAL_ESTATE,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06274,46,40s,SELF_EMPLOYED,,60890000,COMPREHENSIVE_INCOME,60890000,2025,13.2,3000000,396000,60,15,1370000,1370000,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,INFORMED,MIXED,SECURITIES,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06275,36,30s,SELF_EMPLOYED,,68960000,COMPREHENSIVE_INCOME,68960000,2025,13.2,6120000,807840,65,20,2880000,2880000,5.5,LOW_RATE_SEPARATE_TAX,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,ANNUITY,REAL_ESTATE,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06276,38,30s,SALARIED_EMPLOYEE,33660000,,GROSS_SALARY,33660000,2025,16.5,0,0,60,10,6760000,0,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,INFORMED,MIXED,SECURITIES,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06277,40,40s,SALARIED_EMPLOYEE,72450000,,GROSS_SALARY,72450000,2025,13.2,3360000,443520,65,25,3360000,120000,5.5,LOW_RATE_SEPARATE_TAX,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,ANNUITY,INSURANCE_PENSION,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06278,27,20s,SALARIED_EMPLOYEE,60040000,,GROSS_SALARY,60040000,2025,13.2,8040000,1061280,55,1,2790000,2790000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,DEPOSIT_SAVINGS,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06279,64,50_plus,SALARIED_EMPLOYEE,64990000,,GROSS_SALARY,64990000,2025,13.2,0,0,65,1,9120000,0,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,PARTIAL_INVESTMENT,INFORMED,LUMP_SUM,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06280,38,30s,SALARIED_EMPLOYEE,82120000,,GROSS_SALARY,82120000,2025,13.2,2160000,285120,60,1,21180000,21180000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,ACTIVE,NEEDS_GUIDANCE,LUMP_SUM,INSURANCE_PENSION,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06281,64,50_plus,SALARIED_EMPLOYEE,42380000,,GROSS_SALARY,42380000,2025,16.5,0,0,65,25,2210000,0,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,ANNUITY,GOLD_FX,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06282,26,20s,SALARIED_EMPLOYEE,18170000,,GROSS_SALARY,18170000,2025,16.5,960000,158400,65,15,680000,250000,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,NEEDS_GUIDANCE,MIXED,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06283,63,50_plus,SALARIED_EMPLOYEE,51750000,,GROSS_SALARY,51750000,2025,16.5,0,0,65,10,2640000,0,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,MIXED,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06284,36,30s,SALARIED_EMPLOYEE,37140000,,GROSS_SALARY,37140000,2025,16.5,2880000,475200,65,25,10000,10000,5.5,LOW_RATE_SEPARATE_TAX,RISK_NEUTRAL,NEUTRAL_INVESTMENT,STABILITY_FIRST,INFORMED,ANNUITY,DEPOSIT_SAVINGS,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06285,47,40s,SELF_EMPLOYED,,70580000,COMPREHENSIVE_INCOME,70580000,2025,13.2,8520000,1124640,60,1,30400000,30400000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,DEPOSIT_SAVINGS,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06286,58,50_plus,SALARIED_EMPLOYEE,73310000,,GROSS_SALARY,73310000,2025,13.2,0,0,60,1,140780000,50420000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,RISK_NEUTRAL,NEUTRAL_INVESTMENT,STABILITY_FIRST,DISENGAGED,LUMP_SUM,GOLD_FX,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06287,38,30s,SALARIED_EMPLOYEE,63230000,,GROSS_SALARY,63230000,2025,13.2,2880000,380160,60,1,215260000,17670000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,ACTIVE,NEEDS_GUIDANCE,LUMP_SUM,DEPOSIT_SAVINGS,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06288,42,40s,SALARIED_EMPLOYEE,63980000,,GROSS_SALARY,63980000,2025,13.2,0,0,60,20,1490000,0,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,NEEDS_GUIDANCE,ANNUITY,SECURITIES,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06289,32,30s,SALARIED_EMPLOYEE,40110000,,GROSS_SALARY,40110000,2025,16.5,6240000,1029600,60,1,75390000,57990000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,RISK_NEUTRAL,NEUTRAL_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,GOLD_FX,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06290,60,50_plus,SALARIED_EMPLOYEE,57180000,,GROSS_SALARY,57180000,2025,13.2,0,0,65,20,600000,0,5.5,LOW_RATE_SEPARATE_TAX,STABLE,PRINCIPAL_GUARANTEED,PARTIAL_INVESTMENT,NEEDS_GUIDANCE,ANNUITY,SECURITIES,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06291,40,40s,SALARIED_EMPLOYEE,96260000,,GROSS_SALARY,96260000,2025,13.2,0,0,60,15,3260000,1220000,5.5,LOW_RATE_SEPARATE_TAX,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,MIXED,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06292,54,50_plus,SALARIED_EMPLOYEE,148720000,,GROSS_SALARY,148720000,2025,13.2,3360000,443520,65,15,5180000,1420000,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,MIXED,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06293,51,50_plus,SELF_EMPLOYED,,66060000,COMPREHENSIVE_INCOME,66060000,2025,13.2,9000000,1188000,70,25,1730000,1730000,4.4,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,DISENGAGED,ANNUITY,NONE,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06294,59,50_plus,FREELANCER,,64900000,COMPREHENSIVE_INCOME,64900000,2025,13.2,3480000,459360,60,1,21240000,21240000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,SECURITIES,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06295,22,20s,SALARIED_EMPLOYEE,52520000,,GROSS_SALARY,52520000,2025,16.5,2040000,336600,55,1,5030000,5030000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,INFORMED,LUMP_SUM,DEPOSIT_SAVINGS,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06296,47,40s,SALARIED_EMPLOYEE,116740000,,GROSS_SALARY,116740000,2025,13.2,4920000,649440,65,20,430000,430000,5.5,LOW_RATE_SEPARATE_TAX,ACTIVE,ACTIVE_INVESTMENT,ACTIVE,NEEDS_GUIDANCE,ANNUITY,REAL_ESTATE,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06297,39,30s,SALARIED_EMPLOYEE,149620000,,GROSS_SALARY,149620000,2025,13.2,5880000,776160,55,1,56750000,43000000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,INFORMED,LUMP_SUM,SECURITIES,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06298,50,50_plus,SALARIED_EMPLOYEE,123230000,,GROSS_SALARY,123230000,2025,13.2,7200000,950400,55,1,57780000,37420000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,INFORMED,LUMP_SUM,GOLD_FX,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06299,51,50_plus,SALARIED_EMPLOYEE,42500000,,GROSS_SALARY,42500000,2025,16.5,0,0,70,15,980000,230000,4.4,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,NEEDS_GUIDANCE,MIXED,NONE,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06300,47,40s,SALARIED_EMPLOYEE,98600000,,GROSS_SALARY,98600000,2025,13.2,5640000,744480,55,1,14620000,14620000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,ACTIVE,ACTIVE_INVESTMENT,STABILITY_FIRST,INFORMED,LUMP_SUM,DEPOSIT_SAVINGS,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06301,24,20s,SALARIED_EMPLOYEE,47330000,,GROSS_SALARY,47330000,2025,16.5,3960000,653400,60,1,4120000,4120000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,DEPOSIT_SAVINGS,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06302,31,30s,SALARIED_EMPLOYEE,39400000,,GROSS_SALARY,39400000,2025,16.5,0,0,55,1,22400000,22400000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,DISENGAGED,LUMP_SUM,DEPOSIT_SAVINGS,TAX_BENEFIT_IDLE,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06303,64,50_plus,SALARIED_EMPLOYEE,119220000,,GROSS_SALARY,119220000,2025,13.2,0,0,65,1,58020000,0,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,INFORMED,LUMP_SUM,DEPOSIT_SAVINGS,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06304,43,40s,SALARIED_EMPLOYEE,72960000,,GROSS_SALARY,72960000,2025,13.2,3240000,427680,65,15,640000,100000,5.5,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,PARTIAL_INVESTMENT,INFORMED,MIXED,INSURANCE_PENSION,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06305,32,30s,SALARIED_EMPLOYEE,118280000,,GROSS_SALARY,118280000,2025,13.2,0,0,60,1,30360000,9320000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,PARTIAL_INVESTMENT,NEEDS_GUIDANCE,LUMP_SUM,DEPOSIT_SAVINGS,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06306,54,50_plus,SALARIED_EMPLOYEE,93560000,,GROSS_SALARY,93560000,2025,13.2,2760000,364320,70,20,9760000,750000,4.4,LOW_RATE_SEPARATE_TAX,RISK_NEUTRAL,NEUTRAL_INVESTMENT,PARTIAL_INVESTMENT,INFORMED,MIXED,SECURITIES,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06307,34,30s,SALARIED_EMPLOYEE,63820000,,GROSS_SALARY,63820000,2025,13.2,0,0,70,15,590000,0,4.4,LOW_RATE_SEPARATE_TAX,STABLE_SEEKING,STABLE_INVESTMENT,STABILITY_FIRST,NEEDS_GUIDANCE,MIXED,GOLD_FX,DC_NEGLECT,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
USR06308,51,50_plus,FREELANCER,,44270000,COMPREHENSIVE_INCOME,44270000,2025,16.5,6600000,1089000,55,1,67170000,67170000,5.5,NON_PENSION_WITHDRAWAL_REVIEW,STABLE,PRINCIPAL_GUARANTEED,STABILITY_FIRST,NEEDS_GUIDANCE,LUMP_SUM,SECURITIES,OVERLAP_RISK,MOCK,KIRI_2025_20|KEF_RETIREMENT_AWARENESS_2025|NTS_PENSION_TAX_2025|INCOME_TAX_DECREE_PENSION_RECEIPT|ASSUMPTION_V1|ASSUMPTION_V2|ASSUMPTION_CONTRIBUTION_V1|ASSUMPTION_TAX_SCENARIO_V1
